match_id,bowler,team,next_match_wkts,balls,runs_conceded,economy,wkts_last5,eco_last5
419159,IK Pathan,Kings XI Punjab,0,22,45,12.272727272727273,1.4,10.715071770334928
501201,IK Pathan,Delhi Daredevils,1,20,15,4.5,1.6,8.215071770334928
501204,IK Pathan,Delhi Daredevils,1,19,32,10.105263157894738,1.2,8.786124401913876
501213,IK Pathan,Delhi Daredevils,0,19,29,9.157894736842106,0.6,9.417703349282297
501216,IK Pathan,Delhi Daredevils,1,25,28,6.72,0.6,8.551177033492824
501223,IK Pathan,Delhi Daredevils,1,18,26,8.666666666666666,0.8,7.829964912280701
501227,IK Pathan,Delhi Daredevils,0,18,31,10.333333333333334,0.6,8.996631578947369
501230,IK Pathan,Delhi Daredevils,1,24,16,4.0,0.6,7.775578947368421
501233,IK Pathan,Delhi Daredevils,2,25,28,6.72,1.0,7.287999999999999
501238,IK Pathan,Delhi Daredevils,0,27,39,8.666666666666666,0.8,7.677333333333334
501243,IK Pathan,Delhi Daredevils,0,18,18,6.0,0.6,7.144
501246,IK Pathan,Delhi Daredevils,1,25,23,5.52,0.8,6.181333333333333
501253,IK Pathan,Delhi Daredevils,2,25,40,9.6,1.0,7.301333333333334
501257,IK Pathan,Delhi Daredevils,3,25,28,6.72,1.2,7.301333333333332
548307,IK Pathan,Delhi Daredevils,0,6,9,9.0,1.2,7.368
548310,IK Pathan,Delhi Daredevils,0,24,49,12.25,1.2,8.618
548316,IK Pathan,Delhi Daredevils,2,24,26,6.5,1.4,8.814000000000002
548321,IK Pathan,Delhi Daredevils,0,24,27,6.75,1.0,8.244
548325,IK Pathan,Delhi Daredevils,1,24,15,3.75,0.6,7.65
548329,IK Pathan,Delhi Daredevils,1,24,46,11.5,0.8,8.15
548333,IK Pathan,Delhi Daredevils,0,25,26,6.239999999999999,0.8,6.948
548337,IK Pathan,Delhi Daredevils,1,24,24,6.0,0.6,6.848000000000001
548342,IK Pathan,Delhi Daredevils,2,25,46,11.04,1.0,7.706
548345,IK Pathan,Delhi Daredevils,1,26,27,6.230769230769231,1.0,8.202153846153845
548349,IK Pathan,Delhi Daredevils,0,12,23,11.5,0.8,8.202153846153845
548357,IK Pathan,Delhi Daredevils,0,19,29,9.157894736842106,0.8,8.785732793522266
548364,IK Pathan,Delhi Daredevils,1,12,15,7.5,0.8,9.085732793522265
548369,IK Pathan,Delhi Daredevils,0,24,26,6.5,0.4,8.177732793522267
548372,IK Pathan,Delhi Daredevils,0,24,44,11.0,0.2,9.131578947368421
548374,IK Pathan,Delhi Daredevils,0,24,25,6.25,0.2,8.081578947368422
548378,IK Pathan,Delhi Daredevils,1,25,20,4.8,0.4,7.209999999999999
597998,IK Pathan,Delhi Daredevils,0,12,15,7.5,0.2,7.209999999999999
598001,IK Pathan,Delhi Daredevils,0,24,32,8.0,0.2,7.51
598006,IK Pathan,Delhi Daredevils,1,24,39,9.75,0.4,7.26
598010,IK Pathan,Delhi Daredevils,1,21,19,5.428571428571429,0.6,7.095714285714285
598017,IK Pathan,Delhi Daredevils,0,24,40,10.0,0.4,8.135714285714286
598020,IK Pathan,Delhi Daredevils,1,24,30,7.5,0.6,8.135714285714286
598024,IK Pathan,Delhi Daredevils,0,24,25,6.25,0.6,7.7857142857142865
598028,IK Pathan,Delhi Daredevils,1,26,30,6.923076923076923,0.6,7.22032967032967
598035,IK Pathan,Delhi Daredevils,2,24,29,7.25,0.8,7.584615384615384
598040,IK Pathan,Delhi Daredevils,2,25,16,3.84,1.2,6.352615384615385
598044,IK Pathan,Delhi Daredevils,0,6,6,6.0,1.0,6.052615384615384
598054,IK Pathan,Delhi Daredevils,1,25,24,5.76,1.2,5.954615384615384
598059,IK Pathan,Delhi Daredevils,1,13,26,12.0,1.2,6.970000000000001
598062,IK Pathan,Delhi Daredevils,0,19,25,7.894736842105264,0.8,7.098947368421054
598067,IK Pathan,Delhi Daredevils,1,24,35,8.75,0.6,8.080947368421054
729295,IK Pathan,Sunrisers Hyderabad,0,12,28,14.0,0.6,9.680947368421053
729317,IK Pathan,Sunrisers Hyderabad,2,13,13,6.0,0.8,9.728947368421052
733977,IK Pathan,Sunrisers Hyderabad,1,18,25,8.333333333333334,0.8,8.99561403508772
733989,IK Pathan,Sunrisers Hyderabad,2,11,8,4.363636363636364,1.2,8.289393939393939
733993,IK Pathan,Sunrisers Hyderabad,0,18,18,6.0,1.0,7.73939393939394
734001,IK Pathan,Sunrisers Hyderabad,0,12,29,14.5,1.0,7.839393939393941
734007,IK Pathan,Sunrisers Hyderabad,0,6,5,5.0,0.6,7.6393939393939405
734015,IK Pathan,Sunrisers Hyderabad,0,18,20,6.666666666666667,0.4,7.306060606060607
734021,IK Pathan,Sunrisers Hyderabad,1,18,29,9.666666666666666,0.2,8.366666666666667
734029,IK Pathan,Sunrisers Hyderabad,0,18,34,11.333333333333334,0.2,9.433333333333334
980919,IK Pathan,Rising Pune Supergiants,0,6,7,7.0,0.2,7.9333333333333345
980997,IK Pathan,Rising Pune Supergiants,0,18,17,5.666666666666667,0.2,8.066666666666666
981005,IK Pathan,Rising Pune Supergiants,0,24,37,9.25,0.2,8.583333333333332
1082625,IK Pathan,Gujarat Lions,2,12,26,13.0,0.4,9.25
1136613,IS Sodhi,Rajasthan Royals,1,24,31,7.75,1.0,6.5166666666666675
1136618,IS Sodhi,Rajasthan Royals,0,24,15,3.75,0.8,5.6
1178407,IS Sodhi,Rajasthan Royals,1,25,41,9.84,0.8,6.818
1178428,IS Sodhi,Rajasthan Royals,3,19,26,8.210526315789474,1.2,6.960105263157894
734031,Imran Tahir,Delhi Daredevils,4,25,37,8.879999999999999,2.0,7.887538461538462
734039,Imran Tahir,Delhi Daredevils,1,25,32,7.68,2.2,8.223538461538462
829707,Imran Tahir,Delhi Daredevils,1,24,27,6.75,2.2,7.123538461538462
829715,Imran Tahir,Delhi Daredevils,4,25,29,6.959999999999999,2.6,7.115538461538461
829725,Imran Tahir,Delhi Daredevils,3,24,43,10.75,2.6,8.203999999999999
829731,Imran Tahir,Delhi Daredevils,1,24,35,8.75,2.0,8.178
829739,Imran Tahir,Delhi Daredevils,1,24,30,7.5,2.0,8.142
829747,Imran Tahir,Delhi Daredevils,3,26,22,5.0769230769230775,2.4,7.807384615384615
829757,Imran Tahir,Delhi Daredevils,0,12,20,10.0,1.6,8.415384615384616
829761,Imran Tahir,Delhi Daredevils,2,26,46,10.615384615384617,1.4,8.388461538461538
829767,Imran Tahir,Delhi Daredevils,0,19,36,11.368421052631579,1.2,8.912145748987854
829783,Imran Tahir,Delhi Daredevils,0,16,27,10.125,1.0,9.437145748987854
980933,Imran Tahir,Delhi Daredevils,0,24,29,7.25,0.4,9.871761133603238
980945,Imran Tahir,Delhi Daredevils,3,24,26,6.5,1.0,9.171761133603237
980965,Imran Tahir,Delhi Daredevils,2,25,27,6.4799999999999995,1.0,8.344684210526315
980993,Imran Tahir,Delhi Daredevils,0,24,59,14.75,1.0,9.021
1082592,Imran Tahir,Rising Pune Supergiant,3,24,28,7.0,1.6,8.396
1082594,Imran Tahir,Rising Pune Supergiant,2,24,29,7.25,2.0,8.396
1082599,Imran Tahir,Rising Pune Supergiant,1,25,25,6.0,1.6,8.296000000000001
1082603,Imran Tahir,Rising Pune Supergiant,1,24,53,13.25,1.4,9.65
1082607,Imran Tahir,Rising Pune Supergiant,1,25,27,6.4799999999999995,1.6,7.996
1082615,Imran Tahir,Rising Pune Supergiant,1,19,23,7.2631578947368425,1.2,8.048631578947369
1082618,Imran Tahir,Rising Pune Supergiant,1,24,32,8.0,1.0,8.198631578947367
1082620,Imran Tahir,Rising Pune Supergiant,0,24,48,12.0,0.8,9.398631578947368
1082624,Imran Tahir,Rising Pune Supergiant,3,24,18,4.5,1.2,7.648631578947368
1082629,Imran Tahir,Rising Pune Supergiant,4,24,27,6.75,1.8,7.7026315789473685
1082631,Imran Tahir,Rising Pune Supergiant,1,24,36,9.0,1.8,8.05
1082634,Imran Tahir,Rising Pune Supergiant,1,25,24,5.76,1.8,7.601999999999999
1136561,Imran Tahir,Chennai Super Kings,1,12,23,11.5,2.0,7.502
1136565,Imran Tahir,Chennai Super Kings,0,24,27,6.75,1.4,7.952
1136572,Imran Tahir,Chennai Super Kings,2,24,34,8.5,1.0,8.302
1136577,Imran Tahir,Chennai Super Kings,1,25,44,10.559999999999999,1.0,8.614
1136584,Imran Tahir,Chennai Super Kings,2,24,35,8.75,1.2,9.212
1136587,Imran Tahir,Chennai Super Kings,0,17,30,10.588235294117647,1.0,9.02964705882353
1175356,Imran Tahir,Chennai Super Kings,3,24,9,2.25,1.6,8.12964705882353
1175360,Imran Tahir,Chennai Super Kings,1,12,20,10.0,1.4,8.42964705882353
1175367,Imran Tahir,Chennai Super Kings,2,24,23,5.75,1.6,7.467647058823529
1175370,Imran Tahir,Chennai Super Kings,1,24,25,6.25,1.4,6.967647058823529
1178393,Imran Tahir,Chennai Super Kings,0,24,20,5.0,1.4,5.85
1178398,Imran Tahir,Chennai Super Kings,2,24,21,5.25,1.2,6.45
1178400,Imran Tahir,Chennai Super Kings,0,24,28,7.0,1.0,5.85
1178404,Imran Tahir,Chennai Super Kings,4,25,27,6.4799999999999995,1.4,5.996
1178408,Imran Tahir,Chennai Super Kings,2,24,20,5.0,1.6,5.746
1178414,Imran Tahir,Chennai Super Kings,1,24,31,7.75,1.8,6.296
1178416,Imran Tahir,Chennai Super Kings,0,24,38,9.5,1.4,7.146000000000001
1178419,Imran Tahir,Chennai Super Kings,1,24,38,9.5,1.6,7.646000000000001
1178425,Imran Tahir,Chennai Super Kings,4,20,12,3.5999999999999996,1.6,7.07
1178430,Imran Tahir,Chennai Super Kings,0,24,40,10.0,1.2,8.07
1181764,Imran Tahir,Chennai Super Kings,2,25,33,7.919999999999999,1.4,8.104
1181767,Imran Tahir,Chennai Super Kings,1,24,32,8.0,1.6,7.803999999999999
1181768,Imran Tahir,Chennai Super Kings,2,18,23,7.666666666666667,1.8,7.437333333333333
1216506,Imran Tahir,Chennai Super Kings,1,24,24,6.0,1.2,7.917333333333334
1216521,Imran Tahir,Chennai Super Kings,0,18,24,8.0,1.2,7.517333333333333
1216544,Imran Tahir,Chennai Super Kings,0,24,30,7.5,0.8,7.433333333333333
1254076,Imran Tahir,Chennai Super Kings,3,26,16,3.6923076923076925,1.2,6.5717948717948715
501198,Iqbal Abdulla,Kolkata Knight Riders,1,24,26,6.5,0.8,7.096666666666667
501203,Iqbal Abdulla,Kolkata Knight Riders,3,24,25,6.25,1.2,6.880000000000001
501209,Iqbal Abdulla,Kolkata Knight Riders,0,12,14,7.0,1.2,7.080000000000001
501214,Iqbal Abdulla,Kolkata Knight Riders,2,19,18,5.684210526315789,1.2,6.766842105263159
501219,Iqbal Abdulla,Kolkata Knight Riders,0,24,24,6.0,1.2,6.286842105263157
501222,Iqbal Abdulla,Kolkata Knight Riders,0,13,12,5.538461538461539,1.0,6.094534412955466
501230,Iqbal Abdulla,Kolkata Knight Riders,3,25,27,6.4799999999999995,1.0,6.140534412955466
501234,Iqbal Abdulla,Kolkata Knight Riders,3,24,19,4.75,1.6,5.690534412955466
501239,Iqbal Abdulla,Kolkata Knight Riders,2,24,35,8.75,1.6,6.303692307692307
501242,Iqbal Abdulla,Kolkata Knight Riders,0,12,16,8.0,1.6,6.703692307692307
501245,Iqbal Abdulla,Kolkata Knight Riders,1,25,16,3.84,1.8,6.364
501255,Iqbal Abdulla,Kolkata Knight Riders,1,18,18,6.0,1.4,6.268
501262,Iqbal Abdulla,Kolkata Knight Riders,1,19,13,4.105263157894737,1.0,6.139052631578947
501267,Iqbal Abdulla,Kolkata Knight Riders,1,24,26,6.5,0.8,5.689052631578948
501269,Iqbal Abdulla,Kolkata Knight Riders,0,18,24,8.0,0.8,5.689052631578948
548307,Iqbal Abdulla,Kolkata Knight Riders,0,6,8,8.0,0.6,6.521052631578948
548312,Iqbal Abdulla,Kolkata Knight Riders,0,12,16,8.0,0.4,6.921052631578948
548347,Iqbal Abdulla,Kolkata Knight Riders,0,18,19,6.333333333333333,0.2,7.366666666666667
548353,Iqbal Abdulla,Kolkata Knight Riders,1,25,26,6.239999999999999,0.2,7.314666666666666
548370,Iqbal Abdulla,Kolkata Knight Riders,1,24,23,5.75,0.4,6.8646666666666665
548375,Iqbal Abdulla,Kolkata Knight Riders,1,19,20,6.315789473684211,0.6,6.527824561403508
548378,Iqbal Abdulla,Kolkata Knight Riders,1,24,26,6.5,0.8,6.227824561403509
548381,Iqbal Abdulla,Kolkata Knight Riders,0,6,9,9.0,0.8,6.761157894736843
598029,Iqbal Abdulla,Kolkata Knight Riders,0,24,35,8.75,0.6,7.263157894736841
598043,Iqbal Abdulla,Kolkata Knight Riders,1,18,22,7.333333333333333,0.6,7.579824561403508
598050,Iqbal Abdulla,Kolkata Knight Riders,1,24,30,7.5,0.6,7.816666666666667
598053,Iqbal Abdulla,Kolkata Knight Riders,2,24,26,6.5,0.8,7.816666666666667
598069,Iqbal Abdulla,Kolkata Knight Riders,3,23,29,7.565217391304348,1.4,7.529710144927536
729315,Iqbal Abdulla,Rajasthan Royals,0,12,18,9.0,1.4,7.579710144927536
829737,Iqbal Abdulla,Royal Challengers Bangalore,0,26,35,8.076923076923077,1.2,7.728428093645485
829745,Iqbal Abdulla,Royal Challengers Bangalore,2,26,36,8.307692307692308,1.4,7.889966555183946
829749,Iqbal Abdulla,Royal Challengers Bangalore,1,25,28,6.72,1.2,7.933966555183946
829757,Iqbal Abdulla,Royal Challengers Bangalore,1,25,17,4.08,0.8,7.236923076923077
829779,Iqbal Abdulla,Royal Challengers Bangalore,0,19,34,10.736842105263158,0.8,7.584291497975708
980927,Iqbal Abdulla,Royal Challengers Bangalore,3,25,40,9.6,1.4,7.888906882591092
980931,Iqbal Abdulla,Royal Challengers Bangalore,0,19,22,6.947368421052632,1.0,7.616842105263157
980937,Iqbal Abdulla,Royal Challengers Bangalore,0,25,41,9.84,0.8,8.240842105263159
980977,Iqbal Abdulla,Royal Challengers Bangalore,0,18,27,9.0,0.6,9.224842105263159
980995,Iqbal Abdulla,Royal Challengers Bangalore,2,25,24,5.76,1.0,8.229473684210527
981011,Iqbal Abdulla,Royal Challengers Bangalore,0,12,14,7.0,0.4,7.7094736842105265
981013,Iqbal Abdulla,Royal Challengers Bangalore,2,25,38,9.12,0.8,8.144
981019,Iqbal Abdulla,Royal Challengers Bangalore,0,6,10,10.0,0.8,8.175999999999998
1082595,Iqbal Abdulla,Royal Challengers Bangalore,2,21,36,10.285714285714286,1.2,8.433142857142858
1082598,Iqbal Abdulla,Royal Challengers Bangalore,0,13,19,8.76923076923077,0.8,9.034989010989012
501204,J Botha,Rajasthan Royals,0,24,36,9.0,1.0,6.97323076923077
501209,J Botha,Rajasthan Royals,0,12,13,6.5,0.8,6.703999999999999
501225,J Botha,Rajasthan Royals,1,25,19,4.56,0.8,6.5120000000000005
501231,J Botha,Rajasthan Royals,3,12,6,3.0,0.8,6.162
501235,J Botha,Rajasthan Royals,1,24,25,6.25,1.0,5.862
501240,J Botha,Rajasthan Royals,1,24,22,5.5,1.2,5.162
501249,J Botha,Rajasthan Royals,1,25,23,5.52,1.4,4.965999999999999
501252,J Botha,Rajasthan Royals,0,24,43,10.75,1.2,6.204
501263,J Botha,Rajasthan Royals,0,25,24,5.76,0.6,6.756
548309,J Botha,Rajasthan Royals,0,24,37,9.25,0.4,7.356
548312,J Botha,Rajasthan Royals,1,26,34,7.846153846153847,0.4,7.825230769230769
548317,J Botha,Rajasthan Royals,0,6,23,23.0,0.2,11.32123076923077
548320,J Botha,Rajasthan Royals,1,25,22,5.279999999999999,0.4,10.227230769230768
548324,J Botha,Rajasthan Royals,1,24,30,7.5,0.6,10.57523076923077
548326,J Botha,Rajasthan Royals,0,24,30,7.5,0.6,10.22523076923077
548354,J Botha,Rajasthan Royals,2,25,23,5.52,0.8,9.76
548358,J Botha,Rajasthan Royals,1,24,26,6.5,1.0,6.459999999999999
548361,J Botha,Rajasthan Royals,0,24,23,5.75,0.8,6.553999999999999
548365,J Botha,Rajasthan Royals,2,24,26,6.5,1.0,6.353999999999999
548373,J Botha,Rajasthan Royals,1,25,30,7.199999999999999,1.2,6.294
597998,J Botha,Delhi Daredevils,1,22,23,6.272727272727273,1.0,6.444545454545455
598001,J Botha,Delhi Daredevils,0,6,19,19.0,0.8,8.944545454545455
598010,J Botha,Delhi Daredevils,1,18,11,3.6666666666666665,1.0,8.527878787878787
598044,J Botha,Delhi Daredevils,2,19,11,3.473684210526316,1.0,7.922615629984051
598059,J Botha,Delhi Daredevils,1,24,27,6.75,1.0,7.83261562998405
598062,J Botha,Delhi Daredevils,0,13,23,10.615384615384617,0.8,8.70114709851552
829743,J Botha,Kolkata Knight Riders,0,25,27,6.4799999999999995,0.8,6.19714709851552
829761,J Botha,Kolkata Knight Riders,0,6,14,14.0,0.6,8.263813765182187
829781,J Botha,Kolkata Knight Riders,1,25,32,7.68,0.4,9.105076923076924
829791,J Botha,Kolkata Knight Riders,0,6,9,9.0,0.2,9.555076923076923
1359509,J Little,Gujarat Titans,0,12,18,9.0,1.0,8.672222222222222
1359513,J Little,Gujarat Titans,2,24,25,6.25,1.2,7.822222222222223
1359518,J Little,Gujarat Titans,0,18,27,9.0,1.2,8.272222222222222
1359522,J Little,Gujarat Titans,1,24,24,6.0,1.2,7.472222222222223
1370352,J Little,Gujarat Titans,1,19,26,8.210526315789474,0.8,7.692105263157894
1370353,J Little,Gujarat Titans,0,12,30,15.0,0.8,8.892105263157895
1426290,J Little,Gujarat Titans,4,25,45,10.799999999999999,1.2,9.802105263157895
829769,J Suchith,Mumbai Indians,1,26,39,9.0,0.6,9.614153846153846
829775,J Suchith,Mumbai Indians,1,25,34,8.16,0.6,9.278153846153845
829783,J Suchith,Mumbai Indians,1,18,24,8.0,0.8,9.328153846153848
829789,J Suchith,Mumbai Indians,1,24,21,5.25,1.0,7.332000000000001
829795,J Suchith,Mumbai Indians,0,18,35,11.666666666666666,0.8,8.415333333333333
829805,J Suchith,Mumbai Indians,1,12,23,11.5,0.8,8.915333333333333
829815,J Suchith,Mumbai Indians,2,18,14,4.666666666666667,1.0,8.216666666666665
829817,J Suchith,Mumbai Indians,1,12,18,9.0,1.0,8.416666666666666
980909,J Suchith,Mumbai Indians,0,14,31,13.285714285714285,0.8,10.023809523809524
1178425,J Suchith,Delhi Capitals,2,24,28,7.0,1.2,9.09047619047619
1254077,J Suchith,Sunrisers Hyderabad,1,24,21,5.25,1.2,7.84047619047619
1254080,J Suchith,Sunrisers Hyderabad,0,18,45,15.0,0.8,9.907142857142858
1304071,J Suchith,Sunrisers Hyderabad,1,18,32,10.666666666666666,0.8,10.24047619047619
1304074,J Suchith,Sunrisers Hyderabad,1,25,28,6.72,1.0,8.927333333333333
1304082,J Suchith,Sunrisers Hyderabad,2,20,12,3.5999999999999996,1.0,8.247333333333334
1304100,J Suchith,Sunrisers Hyderabad,2,26,30,6.923076923076923,1.2,8.581948717948716
1304116,J Suchith,Sunrisers Hyderabad,1,26,39,9.0,1.4,7.381948717948717
501271,J Syed Mohammad,Royal Challengers Bangalore,1,18,39,13.0,1.0,9.0
548356,J Syed Mohammad,Royal Challengers Bangalore,1,18,27,9.0,1.0,9.8
548360,J Syed Mohammad,Royal Challengers Bangalore,0,25,39,9.36,1.0,9.972
598012,J Syed Mohammad,Royal Challengers Bangalore,2,19,16,5.052631578947369,1.2,8.582526315789474
598017,J Syed Mohammad,Royal Challengers Bangalore,0,12,13,6.5,0.8,8.582526315789474
598033,J Syed Mohammad,Royal Challengers Bangalore,2,24,43,10.75,1.0,8.132526315789473
598054,J Syed Mohammad,Royal Challengers Bangalore,0,7,20,17.142857142857142,0.8,9.761097744360901
419149,J Theron,Kings XI Punjab,1,12,12,6.0,1.4,7.574
419156,J Theron,Kings XI Punjab,1,27,32,7.111111111111111,0.6,7.946222222222221
419159,J Theron,Kings XI Punjab,1,25,46,11.04,0.8,8.85822222222222
548341,J Theron,Deccan Chargers,2,27,37,8.222222222222221,1.0,8.774666666666667
548359,J Theron,Deccan Chargers,1,24,29,7.25,1.2,7.924666666666667
829769,J Theron,Rajasthan Royals,1,26,41,9.461538461538462,1.2,8.616974358974359
980965,J Yadav,Delhi Daredevils,0,24,25,6.25,0.6,4.504
980983,J Yadav,Delhi Daredevils,1,25,32,7.68,0.6,5.09
981003,J Yadav,Delhi Daredevils,0,24,37,9.25,0.4,6.14
981011,J Yadav,Delhi Daredevils,0,6,8,8.0,0.4,7.340000000000001
1082611,J Yadav,Delhi Daredevils,0,13,16,7.384615384615385,0.2,7.712923076923078
1082630,J Yadav,Delhi Daredevils,0,24,27,6.75,0.2,7.812923076923077
1178409,J Yadav,Mumbai Indians,0,24,25,6.25,0.0,7.526923076923078
1181764,J Yadav,Mumbai Indians,1,19,25,7.894736842105264,0.2,7.255870445344129
1216535,J Yadav,Mumbai Indians,0,18,18,6.0,0.2,6.855870445344129
1237181,J Yadav,Mumbai Indians,1,24,25,6.25,0.4,6.628947368421052
1254070,J Yadav,Mumbai Indians,1,24,26,6.5,0.6,6.578947368421052
1254074,J Yadav,Mumbai Indians,0,24,20,5.0,0.6,6.328947368421052
1254081,J Yadav,Mumbai Indians,0,21,37,10.571428571428571,0.4,6.864285714285714
1254093,J Yadav,Mumbai Indians,0,12,17,8.5,0.4,7.364285714285714
1254112,J Yadav,Mumbai Indians,2,25,31,7.4399999999999995,0.6,7.602285714285715
1359504,J Yadav,Gujarat Titans,0,24,26,6.5,0.4,7.602285714285715
336009,JA Morkel,Chennai Super Kings,2,26,35,8.076923076923077,0.8,8.200273504273504
336013,JA Morkel,Chennai Super Kings,1,24,25,6.25,0.8,7.761384615384616
336018,JA Morkel,Chennai Super Kings,0,20,47,14.1,0.8,8.613384615384614
336025,JA Morkel,Chennai Super Kings,0,25,26,6.239999999999999,0.8,8.181384615384614
336029,JA Morkel,Chennai Super Kings,4,24,32,8.0,1.4,8.533384615384614
336033,JA Morkel,Chennai Super Kings,2,24,35,8.75,1.4,8.668000000000001
336037,JA Morkel,Chennai Super Kings,3,27,41,9.11111111111111,1.8,9.240222222222222
336039,JA Morkel,Chennai Super Kings,2,24,27,6.75,2.2,7.7702222222222215
336040,JA Morkel,Chennai Super Kings,4,29,27,5.586206896551724,3.0,7.639463601532567
392185,JA Morkel,Chennai Super Kings,1,13,12,5.538461538461539,2.4,7.1471559092248755
392189,JA Morkel,Chennai Super Kings,1,24,41,10.25,2.2,7.447155909224875
392196,JA Morkel,Chennai Super Kings,0,19,30,9.473684210526317,1.6,7.519670529107915
392202,JA Morkel,Chennai Super Kings,2,24,21,5.25,1.6,7.2196705291079155
392206,JA Morkel,Chennai Super Kings,1,24,32,8.0,1.0,7.702429149797571
392209,JA Morkel,Chennai Super Kings,2,19,25,7.894736842105264,1.2,8.173684210526316
392214,JA Morkel,Chennai Super Kings,1,19,36,11.368421052631579,1.2,8.397368421052631
392217,JA Morkel,Chennai Super Kings,1,19,24,7.578947368421053,1.4,8.01842105263158
392224,JA Morkel,Chennai Super Kings,2,25,13,3.1199999999999997,1.4,7.592421052631579
392227,JA Morkel,Chennai Super Kings,3,26,31,7.153846153846154,1.8,7.423190283400811
392231,JA Morkel,Chennai Super Kings,0,19,39,12.31578947368421,1.4,8.307400809716599
392238,JA Morkel,Chennai Super Kings,1,18,26,8.666666666666666,1.4,7.767049932523617
419110,JA Morkel,Chennai Super Kings,1,25,42,10.08,1.4,8.267260458839406
419113,JA Morkel,Chennai Super Kings,1,13,7,3.230769230769231,1.2,8.289414304993253
419116,JA Morkel,Chennai Super Kings,0,19,26,8.210526315789474,0.6,8.500750337381916
419121,JA Morkel,Chennai Super Kings,3,24,23,5.75,1.2,7.187592442645075
419123,JA Morkel,Chennai Super Kings,1,24,28,7.0,1.2,6.854259109311741
419125,JA Morkel,Chennai Super Kings,0,26,27,6.230769230769231,1.0,6.084412955465587
419129,JA Morkel,Chennai Super Kings,2,24,46,11.5,1.2,7.738259109311741
419133,JA Morkel,Chennai Super Kings,0,24,40,10.0,1.2,8.096153846153845
419137,JA Morkel,Chennai Super Kings,2,24,56,14.0,1.0,9.746153846153845
419153,JA Morkel,Chennai Super Kings,0,13,14,6.461538461538462,0.8,9.638461538461538
419155,JA Morkel,Chennai Super Kings,0,17,16,5.647058823529411,0.8,9.521719457013575
419159,JA Morkel,Chennai Super Kings,1,25,50,12.0,0.6,9.621719457013574
419163,JA Morkel,Chennai Super Kings,1,18,15,5.0,0.8,8.621719457013574
419165,JA Morkel,Chennai Super Kings,2,19,20,6.315789473684211,0.8,7.084877351750417
501198,JA Morkel,Chennai Super Kings,0,19,32,10.105263157894738,0.8,7.813622291021673
501206,JA Morkel,Chennai Super Kings,1,18,38,12.666666666666666,1.0,9.217543859649123
501211,JA Morkel,Chennai Super Kings,2,25,34,8.16,1.2,8.449543859649122
501215,JA Morkel,Chennai Super Kings,0,12,17,8.5,1.0,9.149543859649123
501221,JA Morkel,Chennai Super Kings,1,24,19,4.75,0.8,8.83638596491228
501226,JA Morkel,Chennai Super Kings,4,26,30,6.923076923076923,1.6,8.199948717948718
501236,JA Morkel,Chennai Super Kings,3,26,39,9.0,2.0,7.466615384615385
501240,JA Morkel,Chennai Super Kings,2,24,28,7.0,2.0,7.234615384615386
501245,JA Morkel,Chennai Super Kings,0,13,15,6.923076923076923,2.0,6.9192307692307695
501249,JA Morkel,Chennai Super Kings,1,19,21,6.631578947368421,2.0,7.295546558704454
501253,JA Morkel,Chennai Super Kings,1,18,36,12.0,1.4,8.310931174089069
501266,JA Morkel,Chennai Super Kings,1,14,16,6.857142857142857,1.0,7.88235974551764
501268,JA Morkel,Chennai Super Kings,0,24,41,10.25,0.6,8.53235974551764
501271,JA Morkel,Chennai Super Kings,0,18,24,8.0,0.6,8.747744360902256
548306,JA Morkel,Chennai Super Kings,0,25,20,4.8,0.4,8.38142857142857
548311,JA Morkel,Chennai Super Kings,0,13,20,9.230769230769232,0.2,7.827582417582417
548316,JA Morkel,Chennai Super Kings,0,12,24,12.0,0.0,8.856153846153846
548318,JA Morkel,Chennai Super Kings,2,28,37,7.928571428571428,0.4,8.391868131868133
548322,JA Morkel,Chennai Super Kings,0,13,22,10.153846153846155,0.4,8.822637362637362
548343,JA Morkel,Chennai Super Kings,3,24,29,7.25,1.0,9.312637362637364
548347,JA Morkel,Chennai Super Kings,1,29,25,5.172413793103448,1.2,8.500966275104208
548352,JA Morkel,Chennai Super Kings,1,18,16,5.333333333333333,1.4,7.167632941770873
548355,JA Morkel,Chennai Super Kings,0,18,34,11.333333333333334,1.0,7.848585322723255
548361,JA Morkel,Chennai Super Kings,0,19,19,6.0,1.0,7.017816091954023
548364,JA Morkel,Chennai Super Kings,1,25,17,4.08,0.6,6.3838160919540226
548371,JA Morkel,Chennai Super Kings,1,23,29,7.565217391304348,0.6,6.862376811594203
548379,JA Morkel,Chennai Super Kings,2,24,34,8.5,0.8,7.495710144927537
548380,JA Morkel,Chennai Super Kings,1,18,28,9.333333333333334,1.0,7.095710144927537
548381,JA Morkel,Chennai Super Kings,1,26,38,8.76923076923077,1.2,7.649556298773691
598020,JA Morkel,Chennai Super Kings,1,19,13,4.105263157894737,1.2,7.654608930352639
598022,JA Morkel,Chennai Super Kings,0,25,37,8.879999999999999,1.0,7.917565452091767
598038,JA Morkel,Chennai Super Kings,1,18,21,7.0,0.8,7.6175654520917675
598041,JA Morkel,Chennai Super Kings,0,24,22,5.5,0.6,6.850898785425102
598062,JA Morkel,Chennai Super Kings,3,26,32,7.384615384615385,1.0,6.573975708502024
598070,JA Morkel,Chennai Super Kings,1,19,28,8.842105263157896,1.0,7.521344129554656
